,NAME,MA,ENTRGB,ENTMA,ENGGREE,ENGBV,HOMO,EX,ENTBV,ENGMA,CONTRA,BR,BI,LABEL
0,15937_left.jpeg,0.588424437299035,0.775883753156655,0.574714118065168,0.311190141113304,0.670069483020824,0.853897719793765,0.532824427480916,0.805181538621408,0.571868008948309,0.280849156641774,0.0703125,-0.284090909090909,0
1,13013_right.jpeg,0.479099678456592,0.660352001738262,0.492178308936488,0.298870157076934,0.530101720228396,0.94982523725828,0.393020719738277,0.709762094187989,0.418624161073734,0.254346721988788,0.0882568359375,0.019277597402598,0
2,15527_right.jpeg,0.366559485530547,0.913667119116425,0.391631676426058,0.149636808671985,0.241196237171148,0.889229872265265,0.191712104689204,0.526450277389625,0.204977628635198,0.223384158221053,0,-0.042207792207792,0
3,14567_right.jpeg,0.717041800643087,0.899997046913726,0.716226967990632,0.441804286580364,0.834333536713089,0.856959618004019,0.600654307524537,0.914088575817024,0.631711409395708,0.332705579957075,-0.531250000000001,0.12987012987013,0
4,14753_left.jpeg,0.340836012861736,0.748725748587781,0.372482088106591,0.125653577831038,0.45355201209351,0.847654662497694,0.347873500545256,0.538098611656106,0.362975391498977,0.274612475435355,0.07421875,-0.097402597402598,0
5,14333_left.jpeg,0.636655948553055,0.818242236946247,0.639997692688124,0.296594272788516,0.80851645099307,0.893174389196831,0.641003271537623,0.864287266170195,0.678970917225633,0.240782937418109,0.140625,0.103896103896104,0
6,14933_right.jpeg,0.655948553054662,0.824625318695648,0.641094404074588,0.222371508890147,0.742830863938949,0.829647464945967,0.527808069792803,0.857587288208883,0.564317673378096,0.241177338055888,-0.0625,-0.415584415584416,0
7,14680_right.jpeg,0.546623794212219,0.881461169872275,0.544967740535356,0.245364094166939,0.680532915645979,0.906568089324252,0.51515812431843,0.780267047150345,0.543064876957284,0.351618810075899,0,0,0
8,15043_right.jpeg,0.533762057877814,0.939811886901652,0.546962653585023,0.209408007492107,0.6052399122128,0.839006087001694,0.426608505997819,0.809315073279138,0.443232662192118,0.344512477940773,-0.1171875,-0.175324675324676,0
9,14258_left.jpeg,0.655948553054662,0.75986282361273,0.652309073191163,0.171708406930584,0.713525967343897,0.817021686693845,0.626172300981461,0.776923834002554,0.668624161073508,0.31153147054602,0.387695312500001,0.594155844155846,0
10,1306_right.jpeg,0.479099678456592,0.565556389800801,0.500337719831111,0.371142555485655,0.553113986759064,0.969373179155459,0.516466739367503,0.708018097664044,0.551733780760623,0.163104269111237,0.30645751953125,-0.152597402597403,0
11,16085_left.jpeg,0.360128617363344,0.685865708857733,0.531814980896537,0.200469185655977,0.307756053582979,0.904382385347533,0.311886586695747,0.52937786358962,0.280201342281981,0.189974068253922,0.6875,-0.311688311688312,0
12,14843_right.jpeg,0.508038585209003,0.626778175470294,0.512808872509412,0.233338285044081,0.492546284069902,0.9753672760764,0.383860414394766,0.705255665591733,0.414709172259599,0.240349810294693,-0.0145263671875,0.023741883116883,0
13,159_left.jpeg,0.565916398713826,0.75738103088418,0.685939449438885,0.249551963676098,0.521213721758302,0.918259672665189,0.536968375136314,0.679900080394366,0.504194630872191,0.175480140712079,-0.25,0.162337662337662,0
14,15422_left.jpeg,0.533762057877814,0.574250866359437,0.537828894976356,0.280546662623122,0.579094990483649,0.93940968327412,0.484405670665213,0.725106809158681,0.520693512304249,0.167629636173989,-0.03875732421875,-0.003043831168831,0
15,14257_right.jpeg,0.305466237942122,0.577886470894034,0.332895222291731,0.261719468156629,0.446740308347982,0.943704656906264,0.305125408942203,0.592801414016021,0.328299776286074,0.269754831609741,0.233886718750001,0.069906655844156,0
16,16132_right.jpeg,0.604501607717042,0.783992801341036,0.765642584394871,0.439255385731884,0.669067761881787,0.913189456437353,0.578844056706652,0.816170710816864,0.542505592841172,0.177149078579959,0.875,-0.246753246753247,0
17,14279_left.jpeg,0.665594855305466,0.849028479078132,0.666735348913798,0.250701797143028,0.739160921947709,0.804616821601657,0.594547437295529,0.841447391524233,0.624999999999662,0.43217563614043,0.0625,0.136363636363637,0
18,15443_right.jpeg,0.517684887459807,0.872624635339931,0.536970736518368,0.270289798414523,0.696906502991507,0.833930534811379,0.456924754634678,0.814493074126848,0.494127516778573,0.3632160129222,0.125,-0.470779220779222,0
19,1513_right.jpeg,0.765273311897106,0.852314847022559,0.742758568323109,0.349672207087763,0.82745808707689,0.877011865618308,0.647982551799346,0.903922529269538,0.66638702460816,0.203762405857988,-0.3125,-0.11038961038961,0
20,12119_right.jpeg,0.546623794212219,0.646636597473798,0.549809547625711,0.362537723989774,0.556874994308407,0.865177313945528,0.535005452562704,0.684754646950447,0.567953020134175,0.517516366446879,-0.0714111328125,0.092938311688312,0
